0.0 1065353216.0 1382023168.0 1409286144.0 1224736768.0 1202716672.0 944766976.0 780140544.0 877658112.0 817889280.0 824180736.0 1360003072.0 1048576000.0 899678208.0 381681664.0 1177550848.0 1077936128.0 1268776960.0 1380974592.0 924844032.0 845152256.0 899678208.0 1182793728.0 380633088.0 961544192.0 1017118720.0 2155872256.0 1332740096.0 1351614464.0 1178599424.0 2076180480.0 1267728384.0 1170210816.0 1759510528.0 945815552.0 1242562560.0 980418560.0 1020264448.0 2577399808.0 1098907648.0 1083179008.0 1185939456.0 1275068416.0 1377828864.0 1637875712.0 1274019840.0 988807168.0 1276116992.0 1734344704.0 1142947840.0 1044381696.0 898629632.0 902823936.0 935329792.0 818937856.0 865075200.0 1206910976.0 780140544.0 729808896.0 1013972992.0 859832320.0 789577728.0 796917760.0 821035008.0 973078528.0 867172352.0 902823936.0 403701760.0 846200832.0 1342177280.0 1245708288.0 852492288.0 1053818880.0 1391460352.0 1167065088.0 1133510656.0 1103101952.0 441450496.0 389021696.0 1109393408.0 375390208.0 443547648.0 416284672.0 699400192.0 395313152.0 398458880.0 425721856.0 399507456.0 390070272.0 455081984.0 592445440.0 418381824.0 405798912.0 387973120.0 415236096.0 413138944.0 394264576.0 392167424.0 416284672.0 275775488.0 389021696.0
1.0 995098624.0 1139802112.0 1314914304.0 560988160.0 1643118592.0 1160773632.0 785383424.0 803209216.0 834666496.0 1096810496.0 870318080.0 864026624.0 911212544.0 791674880.0 746586112.0 913309696.0 797966336.0 1531969536.0 836763648.0 827326464.0 1020264448.0 1121976320.0 861929472.0 1156579328.0 715128832.0 742391808.0 741343232.0 1015021568.0 370147328.0 377487360.0 801112064.0 387973120.0 773849088.0 368050176.0 1021313024.0 990904320.0 1505755136.0 995098624.0 1323302912.0 805306368.0 2196766720.0 1009778688.0 1237319680.0 1462763520.0 1347420160.0 1836056576.0 1013972992.0 986710016.0 819986432.0 489684992.0 1508900864.0 1139802112.0 982515712.0 3741319168.0 747634688.0 943718400.0 761266176.0 756023296.0 767557632.0 765460480.0 901775360.0 3856662528.0 1222639616.0 1158676480.0 1041235968.0 951058432.0 320864256.0 364904448.0 1960837120.0 1471152128.0 1804599296.0 975175680.0 442499072.0 1004535808.0 1522532352.0 1548746752.0 415236096.0 380633088.0 382730240.0 654311424.0 698351616.0 678428672.0 754974720.0 814743552.0 343932928.0 726663168.0 369098752.0 390070272.0 415236096.0 362807296.0 338690048.0 391118848.0 783286272.0 367001600.0 403701760.0 378535936.0 409993216.0 311427072.0 327155712.0 319815680.0
2.0 874512384.0 1151336448.0 1070596096.0 1375731712.0 2094006272.0 805306368.0 963641344.0 307232768.0 1292894208.0 1216348160.0 1012924416.0 1604321280.0 1268776960.0 1005584384.0 1127219200.0 1198522368.0 1052770304.0 1241513984.0 1153433600.0 1356857344.0 1147142144.0 349175808.0 1264582656.0 373293056.0 2010120192.0 1221591040.0 1114636288.0 1309671424.0 1136656384.0 778043392.0 806354944.0 641728512.0 742391808.0 807403520.0 855638016.0 754974720.0 939524096.0 815792128.0 743440384.0 383778816.0 836763648.0 822083584.0 778043392.0 1017118720.0 826277888.0 821035008.0 822083584.0 687865856.0 1008730112.0 382730240.0 769654784.0 1236271104.0 905969664.0 957349888.0 1091567616.0 1341128704.0 1067450368.0 1558183936.0 896532480.0 1283457024.0 1661992960.0 1099956224.0 1451229184.0 1009778688.0 823132160.0 1023410176.0 1110441984.0 1000341504.0 1070596096.0 1038090240.0 1241513984.0 1052770304.0 1355808768.0 1413480448.0 2010120192.0 376438784.0 1325400064.0 819986432.0 839909376.0 1179648000.0 1622147072.0 348127232.0 736100352.0 376438784.0 385875968.0 367001600.0 359661568.0 378535936.0 320864256.0 319815680.0 387973120.0 737148928.0 372244480.0 314572800.0 362807296.0 324009984.0 408944640.0 391118848.0 361758720.0 401604608.0
3.0 1867513856.0 398458880.0 1418723328.0 1184890880.0 1581252608.0 744488960.0 761266176.0 1253048320.0 784334848.0 1889533952.0 800063488.0 358612992.0 1201668096.0 759169024.0 1225785344.0 935329792.0 834666496.0 1206910976.0 1060110336.0 975175680.0 355467264.0 1150287872.0 1158676480.0 1339031552.0 976224256.0 1426063360.0 1064304640.0 966787072.0 1251999744.0 1132462080.0 2082471936.0 1478492160.0 1242562560.0 1114636288.0 1182793728.0 1605369856.0 1154482176.0 972029952.0 766509056.0 1768947712.0 783286272.0 787480576.0 739246080.0 829423616.0 1056964608.0 966787072.0 1132462080.0 665845760.0 994050048.0 688914432.0 376438784.0 825229312.0 933232640.0 377487360.0 952107008.0 399507456.0 782237696.0 875560960.0 354418688.0 1118830592.0 813694976.0 1149239296.0 1066401792.0 1127219200.0 1712324608.0 1132462080.0 1710227456.0 1254096896.0 1219493888.0 817889280.0 1099956224.0 1156579328.0 1250951168.0 988807168.0 1110441984.0 1023410176.0 1022361600.0 809500672.0 370147328.0 396361728.0 905969664.0 373293056.0 1152385024.0 747634688.0 830472192.0 1077936128.0 812646400.0 373293056.0 350224384.0 358612992.0 390070272.0 365953024.0 376438784.0 371195904.0 384827392.0 349175808.0 340787200.0 357564416.0 362807296.0 343932928.0
4.0 361758720.0 1051721728.0 1540358144.0 1425014784.0 734003200.0 1291845632.0 812646400.0 838860800.0 969932800.0 1244659712.0 775946240.0 725614592.0 805306368.0 1140850688.0 1114636288.0 1276116992.0 1175453696.0 1249902592.0 1056964608.0 692060160.0 359661568.0 848297984.0 1063256064.0 930086912.0 1240465408.0 1391460352.0 1086324736.0 1081081856.0 1521483776.0 1269825536.0 1116733440.0 1013972992.0 1272971264.0 931135488.0 881852416.0 1209008128.0 1130364928.0 1810890752.0 1068498944.0 1203765248.0 908066816.0 1166016512.0 1066401792.0 1485832192.0 1505755136.0 1004535808.0 612368384.0 1009778688.0 1086324736.0 1471152128.0 1236271104.0 783286272.0 750780416.0 760217600.0 797966336.0 758120448.0 948961280.0 1126170624.0 724566016.0 1520435200.0 871366656.0 808452096.0 359661568.0 866123776.0 743440384.0 374341632.0 946864128.0 368050176.0 835715072.0 926941184.0 361758720.0 354418688.0 315621376.0 855638016.0 997195776.0 867172352.0 1889533952.0 1580204032.0 786432000.0 1305477120.0 1629487104.0 1167065088.0 1520435200.0 1032847360.0 338690048.0 1280311296.0 376438784.0 362807296.0 384827392.0 402653184.0 362807296.0 375390208.0 385875968.0 373293056.0 382730240.0 393216000.0 377487360.0 393216000.0 343932928.0 386924544.0
5.0 1420820480.0 1514143744.0 1240465408.0 1085276160.0 767557632.0 1040187392.0 764411904.0 982515712.0 976224256.0 806354944.0 1393557504.0 842006528.0 1067450368.0 753926144.0 821035008.0 898629632.0 858783744.0 782237696.0 619708416.0 1322254336.0 749731840.0 384827392.0 909115392.0 965738496.0 955252736.0 1186988032.0 1459617792.0 330301440.0 1000341504.0 382730240.0 925892608.0 978321408.0 1110441984.0 1052770304.0 1059061760.0 1486880768.0 1436549120.0 952107008.0 1679818752.0 1210056704.0 1387266048.0 1319108608.0 1456472064.0 1620049920.0 1013972992.0 918552576.0 1267728384.0 779091968.0 991952896.0 1185939456.0 2032140288.0 1113587712.0 1205862400.0 1335885824.0 1148190720.0 1244659712.0 897581056.0 1320157184.0 1128267776.0 1054867456.0 1450180608.0 935329792.0 1213202432.0 757071872.0 1010827264.0 376438784.0 350224384.0 1339031552.0 868220928.0 1024458752.0 1155530752.0 1083179008.0 1065353216.0 371195904.0 912261120.0 780140544.0 732954624.0 759169024.0 792723456.0 879755264.0 396361728.0 951058432.0 379584512.0 352321536.0 347078656.0 406847488.0 2426404864.0 790626304.0 392167424.0 340787200.0 329252864.0 397410304.0 389021696.0 355467264.0 338690048.0 376438784.0 369098752.0 380633088.0 380633088.0 344981504.0
6.0 350224384.0 1191182336.0 2033188864.0 1080033280.0 829423616.0 1202716672.0 998244352.0 811597824.0 936378368.0 795869184.0 745537536.0 758120448.0 1135607808.0 867172352.0 849346560.0 845152256.0 1090519040.0 889192448.0 836763648.0 1017118720.0 856686592.0 338690048.0 1149239296.0 1354760192.0 925892608.0 1125122048.0 386924544.0 912261120.0 373293056.0 1061158912.0 364904448.0 1139802112.0 1045430272.0 1232076800.0 1790967808.0 1127219200.0 1657798656.0 1376780288.0 1336934400.0 1562378240.0 1419771904.0 1342177280.0 1569718272.0 1060110336.0 1279262720.0 1140850688.0 836763648.0 1261436928.0 1428160512.0 1134559232.0 1191182336.0 1018167296.0 855638016.0 1212153856.0 801112064.0 1139802112.0 1047527424.0 1679818752.0 1109393408.0 368050176.0 1247805440.0 1111490560.0 1268776960.0 393216000.0 1287651328.0 815792128.0 1116733440.0 1137704960.0 1203765248.0 332398592.0 1400897536.0 821035008.0 1104150528.0 810549248.0 684720128.0 1063256064.0 912261120.0 1076887552.0 812646400.0 936378368.0 372244480.0 770703360.0 373293056.0 341835776.0 329252864.0 1070596096.0 842006528.0 941621248.0 391118848.0 385875968.0 389021696.0 666894336.0 355467264.0 363855872.0 360710144.0 392167424.0 379584512.0 349175808.0 370147328.0 378535936.0
7.0 2085617664.0 766509056.0 1973420032.0 630194176.0 1168113664.0 1304428544.0 1877999616.0 926941184.0 770703360.0 757071872.0 800063488.0 894435328.0 894435328.0 862978048.0 1212153856.0 942669824.0 763363328.0 868220928.0 975175680.0 1193279488.0 371195904.0 1301282816.0 999292928.0 778043392.0 1473249280.0 632291328.0 861929472.0 438304768.0 380633088.0 1066401792.0 339738624.0 724566016.0 1129316352.0 1484783616.0 1580204032.0 749731840.0 1418723328.0 1318060032.0 1880096768.0 967835648.0 716177408.0 1699741696.0 1530920960.0 990904320.0 827326464.0 1205862400.0 1537212416.0 2242904064.0 1119879168.0 1102053376.0 1134559232.0 753926144.0 903872512.0 1021313024.0 764411904.0 1506803712.0 1033895936.0 1307574272.0 1197473792.0 1126170624.0 1151336448.0 737148928.0 1404043264.0 1021313024.0 986710016.0 847249408.0 870318080.0 979369984.0 814743552.0 1089470464.0 722468864.0 685768704.0 383778816.0 322961408.0 1185939456.0 1065353216.0 1147142144.0 365953024.0 370147328.0 384827392.0 899678208.0 874512384.0 1040187392.0 983564288.0 1188036608.0 948961280.0 380633088.0 361758720.0 371195904.0 364904448.0 389021696.0 378535936.0 356515840.0 364904448.0 356515840.0 355467264.0 360710144.0 381681664.0 357564416.0 418381824.0
8.0 1322254336.0 385875968.0 1311768576.0 1624244224.0 950009856.0 1521483776.0 1178599424.0 1281359872.0 897581056.0 670040064.0 828375040.0 965738496.0 844103680.0 956301312.0 897581056.0 855638016.0 926941184.0 1325400064.0 788529152.0 903872512.0 939524096.0 764411904.0 1169162240.0 920649728.0 767557632.0 738197504.0 407896064.0 1141899264.0 1873805312.0 335544320.0 946864128.0 324009984.0 1203765248.0 385875968.0 1190133760.0 836763648.0 1227882496.0 1527775232.0 1387266048.0 1203765248.0 1220542464.0 1892679680.0 1303379968.0 2060451840.0 979369984.0 1214251008.0 1322254336.0 1281359872.0 1017118720.0 1073741824.0 1524629504.0 1299185664.0 979369984.0 1184890880.0 1030750208.0 1172307968.0 1242562560.0 1034944512.0 752877568.0 1329594368.0 941621248.0 982515712.0 1053818880.0 1117782016.0 1729101824.0 935329792.0 347078656.0 380633088.0 1505755136.0 1317011456.0 1053818880.0 362807296.0 985661440.0 849346560.0 1070596096.0 1101004800.0 787480576.0 331350016.0 396361728.0 629145600.0 857735168.0 678428672.0 747634688.0 781189120.0 361758720.0 598736896.0 774897664.0 363855872.0 386924544.0 940572672.0 372244480.0 351272960.0 358612992.0 368050176.0 363855872.0 391118848.0 392167424.0 333447168.0 303038464.0 385875968.0
9.0 1387266048.0 1261436928.0 1468006400.0 761266176.0 1022361600.0 1201668096.0 921698304.0 2077229056.0 1102053376.0 380633088.0 1247805440.0 829423616.0 1461714944.0 375390208.0 1090519040.0 1422917632.0 948961280.0 1152385024.0 1008730112.0 743440384.0 845152256.0 837812224.0 832569344.0 973078528.0 1121976320.0 760217600.0 1121976320.0 610271232.0 988807168.0 909115392.0 800063488.0 1139802112.0 1134559232.0 817889280.0 353370112.0 1098907648.0 815792128.0 362807296.0 1039138816.0 347078656.0 1163919360.0 1350565888.0 1092616192.0 1061158912.0 1213202432.0 1723858944.0 1470103552.0 1076887552.0 862978048.0 1064304640.0 1135607808.0 1068498944.0 1135607808.0 1214251008.0 1019215872.0 1589641216.0 1135607808.0 1432354816.0 1034944512.0 339738624.0 396361728.0 1266679808.0 2054160384.0 1158676480.0 1180696576.0 920649728.0 894435328.0 819986432.0 1153433600.0 886046720.0 648019968.0 909115392.0 730857472.0 753926144.0 385875968.0 371195904.0 1127219200.0 1081081856.0 1096810496.0 1456472064.0 1183842304.0 1157627904.0 1074790400.0 972029952.0 1088421888.0 837812224.0 381681664.0 343932928.0 361758720.0 390070272.0 350224384.0 385875968.0 395313152.0 357564416.0 406847488.0 358612992.0 351272960.0 442499072.0 378535936.0 359661568.0
