5.0 175.60674086
6.0 275.785071593
7.0 315.314243078
8.0 238.264733149
9.0 215.248635046
10.0 174.995575345
11.0 215.471939831
12.0 285.057916723
13.0 253.366535618
14.0 256.744922991
15.0 263.131675436
16.0 338.425700778
17.0 309.782682425
18.0 332.03564775
19.0 456.345785606
20.0 286.577565953
21.0 229.718106494
22.0 301.837223278
23.0 311.913719517
24.0 355.460668989
25.0 673.937287975
26.0 383.360289246
27.0 263.501979738
28.0 237.900973379
29.0 369.034979203
30.0 482.288059641
31.0 727.7557221
32.0 477.207337617
33.0 586.0477227
34.0 573.356928206
35.0 763.600190021
36.0 588.721932977
37.0 728.303090515
38.0 658.139785523
39.0 627.920555231
40.0 686.515025914
41.0 753.684606355
42.0 775.70648492
43.0 966.178372422
44.0 863.387846501
45.0 577.533745449
46.0 632.598381738
47.0 609.80226841
48.0 454.604350718
49.1 536.19446837
50.1 614.111033398
51.1 547.114939561
52.1 814.760766548
53.1 962.614966308
54.1 622.958886504
55.1 657.180430031
56.1 861.358546982
