5.0 0.349609375
6.0 0.3505859375
7.0 0.337890625
8.0 0.34375
9.0 0.369140625
10.0 0.365234375
11.0 0.3662109375
12.0 0.3642578125
13.0 0.3388671875
14.0 0.4130859375
15.0 0.3310546875
16.0 0.376953125
17.0 0.33203125
18.0 0.3662109375
19.0 0.3408203125
20.0 0.4189453125
21.0 0.341796875
22.0 0.3828125
23.0 0.3076171875
24.0 0.3251953125
25.0 0.26171875
26.0 0.33984375
27.0 0.3486328125
28.0 0.2978515625
29.0 0.259765625
30.0 0.3095703125
31.0 0.2451171875
32.0 0.271484375
33.0 0.2412109375
34.0 0.25390625
35.0 0.25
36.0 0.2421875
37.0 0.2568359375
38.0 0.2578125
39.0 0.28125
40.0 0.2900390625
41.0 0.31640625
42.0 0.275390625
43.0 0.2490234375
44.0 0.2548828125
45.0 0.2333984375
46.0 0.2724609375
47.1 0.2451171875
48.1 0.26953125
49.1 0.296875
50.1 0.2783203125
51.1 0.3154296875
52.1 0.2734375
53.1 0.22265625
54.1 0.1201171875
55.1 0.048828125
56.1 0.0
