5.0 0.4091796875
6.0 0.408203125
7.0 0.3818359375
8.0 0.3681640625
9.0 0.4541015625
10.0 0.462890625
11.0 0.427734375
12.0 0.4267578125
13.0 0.4091796875
14.0 0.451171875
15.0 0.4189453125
16.0 0.447265625
17.0 0.39453125
18.0 0.4423828125
19.0 0.392578125
20.0 0.4287109375
21.0 0.4052734375
22.0 0.400390625
23.0 0.3583984375
24.0 0.345703125
25.0 0.33203125
26.0 0.408203125
27.0 0.408203125
28.0 0.357421875
29.0 0.3154296875
30.0 0.4033203125
31.0 0.3134765625
32.0 0.3525390625
33.0 0.3017578125
34.0 0.3203125
35.0 0.2958984375
36.0 0.2978515625
37.0 0.31640625
38.0 0.3359375
39.0 0.330078125
40.0 0.3701171875
41.0 0.361328125
42.0 0.3466796875
43.0 0.3056640625
44.0 0.2919921875
45.0 0.28515625
46.1 0.3427734375
47.1 0.328125
48.1 0.34375
49.1 0.357421875
50.1 0.3388671875
51.1 0.33203125
52.1 0.3359375
53.1 0.2412109375
54.1 0.171875
55.1 0.0751953125
56.1 0.0
