1 6 0.0
1 7 0.0
1 8 0.0
1 9 0.0
1 10 0.0
1 11 0.0
1 12 0.0
1 13 0.0
1 14 0.0
1 15 0.0
1 16 0.0
1 17 0.0
1 18 0.0
1 19 0.0
1 20 0.0
1 21 0.0
1 22 0.0
1 23 0.0
1 24 0.0
1 25 0.0
1 26 0.0
1 27 0.0
1 28 0.0
1 29 0.0
1 30 0.0
1 31 0.0
1 32 0.0
1 33 0.0
1 34 0.0
1 35 0.0
1 36 0.0
1 37 0.0
1 38 0.0
1 39 0.0
1 40 0.0
1 41 0.0
1 42 0.0
1 43 0.0
1 44 0.0
1 45 0.0
1 46 0.0
1 47 0.0
1 48 0.0
1 49 0.0
1 50 0.0
1 51 0.0
1 52 0.0
1 53 0.0
1 54 0.0
1 55.1 0.0
1 56.1 0.0
1 57.1 0.0
1 55 0.0
2 6 55.5528848972
2 7 77.2609635591
2 8 72.8709961248
2 9 63.7395400338
2 10 47.0831509517
2 11 36.3769974496
2 12 6.89072702443
2 13 4.52664470906
2 14 23.86445403
2 15 13.9300261097
2 16 15.2918673361
2 17 27.1409007317
2 18 41.5381038238
2 19 52.4876452804
2 20 49.2102861883
2 21 35.763388698
2 22 35.334803611
2 23 25.1392715154
2 24 19.9332071217
2 25 41.7286462886
2 26 38.2394904985
2 27 35.2305991023
2 28 26.2060775954
2 29 34.6350626348
2 30 38.8380183764
2 31 30.8933213357
2 32 53.0238359519
2 33 34.2068106104
2 34 46.4313495598
2 35 33.5820783547
2 36 41.2541491083
2 37 34.2450551266
2 38 39.0039715125
2 39 41.2054101729
2 40 38.7392625746
2 41 43.2791551117
2 42 45.1229385946
2 43 47.6662770816
2 44 49.5721894176
2 45 42.4817885836
2 46 42.3136903857
2 47 23.7513564384
2 48 36.1357351459
2 49 30.8327726512
2 50 40.065626709
2 51 38.0282923613
2 52 37.4363259036
2 53 35.3312437365
2 54 37.5409069659
2 55.1 42.9183827856
2 56.1 44.1124304084
2 57.1 81.0727496917
2 50.1 39.0790837479
2 51.1 38.1599328938
2 52.1 39.2429662521
2 53.1 34.5149935156
2 54.1 36.9455744915
