4.0 463.953116249
5.0 501.283340233
6.0 706.502019971
7.0 681.191650854
8.0 715.579014715
9.0 625.681705503
10.0 483.699937154
11.0 477.839130187
12.0 486.680363957
13.0 605.426689576
14.0 637.664104483
15.0 482.587941126
16.0 483.719951923
17.0 687.146848805
18.0 618.592753522
19.0 610.953697305
20.0 542.005578258
21.0 553.97431676
22.0 557.213384531
23.0 618.63368669
24.0 556.028224439
25.0 623.791175582
26.0 403.534570344
27.0 604.276340599
28.0 442.548658298
29.0 479.344423301
30.0 503.888677087
31.0 610.904435575
32.0 585.482505643
33.0 467.090261283
34.0 645.498727146
35.0 611.328212395
36.0 615.455388897
37.0 520.243172704
38.0 430.329446394
39.0 443.568755847
40.0 515.529905561
41.0 384.031345685
42.0 538.887744593
43.0 466.873655088
44.0 532.838089973
45.0 508.524788392
46.0 457.073643411
47.0 530.94244652
48.0 425.6704564
49.0 494.760764081
50.0 464.073853484
51.1 481.610325753
52.1 366.858416252
53.1 684.655870445
54.1 583.548426004
55.1 508.912059807
56.1 549.679897567
