4.0 24.4903382863 20.4911205867 18.8340041948 20.5234277885 18.9428128131 19.0692285312 19.5214265814
5.0 27.9568397656 27.6360082863 27.6969671491 27.6409513002 28.2478296484 27.7491447341 27.8394164592
6.0 27.9833269219 27.5480835987 27.6791457154 27.6303706927 27.9790176919 27.228073267 28.1585443802
7.0 27.95276899 27.1263344938 27.4741057563 27.6034031563 27.7263467376 27.3341944311 28.1732440408
8.0 27.9643315098 27.0549963201 27.2517724441 27.4062749624 27.7467668951 27.8297193478 28.1521780922
9.0 27.7257275502 27.0547016611 27.7197983854 27.1252792506 27.7145172763 27.7957686489 28.1793924983
10.0 27.454989434 27.0158999616 27.714625096 27.0904688796 27.7154646483 27.8162658834 28.1678068562
11.0 27.6389568151 27.186621734 27.7253070123 27.0898431469 27.642914703 27.8254918747 28.1461552541
12.0 27.997783819 27.6699233447 27.7034441109 27.6857983288 28.2130104563 27.7928212141 28.1620245233
13.0 28.0081924233 27.6466073678 27.630058744 27.69313693 28.3010319215 27.6219671864 28.1361136408
14.0 28.0133672534 27.6339213255 27.19811189 27.6664017319 28.2472366871 27.1733149019 28.1418225733
15.0 27.8430448309 27.6032320886 27.205082881 27.24971888 27.8726903958 27.1899107658 27.9729915131
16.0 27.4779114335 27.3391003004 27.6191578118 27.2663702262 27.6575948628 27.178904985 27.4720795455
17.0 27.4093753568 27.1356280051 27.6797313124 27.7034587501 27.9947075837 27.605234039 28.081001766
18.0 27.9774690122 27.088442498 27.6916874475 27.6945970688 28.2710683333 27.8161647048 28.1657385497
19.0 27.993715898 27.2258947953 27.8098121473 27.7258413598 28.2353854726 27.803784162 28.1578517882
20.0 28.0024359657 27.6453614026 27.8343901676 27.7169435328 27.9864914401 27.8223095086 28.1247504895
21.0 27.9906938514 27.6143235028 27.3750826791 27.1945532663 27.6516806617 27.3182590548 27.5273206032
22 17.8587707302 19.3291613499
