4 13.706652879
5 15.404809909 15.3951446767 15.4042503497 15.4002771125
6 15.6331044284 15.693998483 15.6622413585 15.6830000296
7 14.795963797 14.7342148784 14.7568504639 14.7225418787
8 14.5580256423 14.5918493297 14.6043343436 14.5978643145
9 15.0122371166 15.0111620605 14.9882961047 15.0004336007
10 15.7971517591 15.8486494103 15.8275896191 15.8538848762
11 15.1760527396 15.1729933211 15.1569704013 15.1751600238
12 15.1398597517 15.1460993316 15.1580809669 15.1474539928
13 15.1123937429 15.0469803723 15.0885810923 15.0585135104
14 14.6102323653 14.5878424105 14.5948246497 14.5731296538
15 15.2125845172 15.2046429794 15.2347908125 15.2275508171
16 14.9018295874 14.9907126474 14.9262550706 14.9850368941
17 15.6540593658 15.6657280094 15.6550198488 15.6609883843
18 15.2613496342 15.1932383194 15.2322052855 15.2004764871
19 15.1876986004 15.2936553049 15.2372643465 15.2654099297
20 15.3544666603 15.3206688275 15.3497280527 15.3535717416
21 15.3219358719 15.2453350425 15.258548484 15.2518159142
22 15.4379341919 15.5465704443 15.4951131146 15.5471489993
23 15.9122916557 15.7766161039 15.8507038176 15.7913748477
24 15.0731899197 15.2209170882 15.1274030303 15.2024423491
25 16.6025429028 16.6062412567 16.6392351499 16.5376375179
26 16.541538679 16.5180260902 16.521700917 16.5882849508
27 16.0838468707 16.0315213485 16.0680177527 16.042210337
28 15.9416306993 15.9195705269 15.9325387676 15.9790186974
29 15.9228484805 15.9875852918 15.9240680907 15.9215771052
30 15.8439358375 15.849224071 15.8490526191 15.8447581713
31 16.3028090513 16.2789702423 16.2733345208 16.2849249527
32 16.3633929364 16.429350127 16.3888218819 16.4066066237
33 16.6076922301 16.5935751748 16.6033600133 16.6051405466
34 16.2757374475 16.2399257175 16.2869602663
34.1 16.2522301554
35 16.7229986622 16.7046033104
35.1 16.7581380046 16.7435643088
36.1 15.8397319133 15.8351476434 15.884127037 15.8442914231
37.1 16.3169045178 16.3669745376 16.2992804738 16.3652925191
38.1 16.6001294428 16.5017731571 16.6132239461 16.5100883747
39.1 16.0619201391 16.135669133 16.0356474268 16.1233579655
40.1 16.8633915427 16.8678143756 16.8771904851 16.8756405528
41.1 16.0416903085 16.0968521794 16.0662775006 16.0839082673
42.1 16.6008029735 16.3799101395 16.5110371239 16.3949205277
43.1 15.6058978625 15.6834521565 15.6417682433 15.6810104508
44.1 16.0721210092 16.0164386558 16.0499811102 16.0147485531
45.1 17.3691341201 17.493866328 17.3866397744 17.4777281051
46.1 16.6905142392 16.6768857296 16.715033807 16.6910768618
47.1 16.9227223014 16.816254371 16.9023218095 16.8321271328
48.1 16.2502474168 16.3307883519 16.2528782021 16.3203988731
49.1 15.917569631 15.9174667835 15.9312078408 15.9132888344
50.1 16.7501662809 16.8362938927 16.7924646267 16.8366190443
51.1 15.4722877232 15.3569812605 15.3989238693 15.3703952192
52.1 14.8317605714 14.7028463154 14.7839493184 14.6868287491
53.1 13.1685335692 12.8960191931 13.0751308682 12.8650315684
54.1 9.21942381161 8.89912100742 9.08986161925 8.94285561769
55.1 5.03488153532 4.71719423956 4.91200472209 4.7674710657
56.1 0.821778835959 0.600742768291 0.731584568316 0.625021146376
58.1 0.0
