4 13.4380164299 13.5094014454 12.9846081956 13.3160909168
5 14.0592729024 14.0681963506 13.5979901592 13.990896044
6 13.4338718688 13.7217618345 13.2841677583 13.5232719185
7 13.3352773631 13.4942867176 12.7808635535 13.4115440477
8 13.2474440088 13.3260527715 12.8063307347 13.1791235727
9 14.2056668755 14.2757168642 13.8214762688 14.1056024863
10 13.8284888085 14.0369172872 13.5878641267 13.9567625272
11 13.7375423743 13.7160858246 13.192071546 13.6723507956
12 13.8271290146 13.8421323388 13.2965343317 13.7777022281
13 13.3574429744 13.5395242647 13.112021044 13.5069775342
14 13.6119977517 13.4385821695 13.1203911611 13.5038857299
15 13.5212496924 13.5780733193 13.1240477801 13.5642649955
16 13.8639233756 13.8008565966 13.4433353749 13.7740154977
17 14.2517523963 14.4731384921 13.8148881843 14.3641876658
18 13.7865443183 13.8409589762 13.5734255009 13.8001390265
19 13.7657898537 13.9658426201 13.4748615477 13.7847932784
20 13.8948276525 13.8360453009 13.442560826 13.8457345282
21 14.0079758467 13.8508788763 13.5472337438 13.9170693815
22 14.5242130234 14.5072445089 14.0717064562 14.5059318034
23 13.5699971024 13.6359183293 13.4194333181 13.659237879
24 14.7436415732 14.2425709554 14.5382078724 14.531179995
25 14.6484678145 14.8365761085 14.5618902108 14.7636264309
26 15.23325199 15.160974802 14.9985946618 15.2667609478
27 14.3285049215 14.4481925178 14.222750143 14.353771835
28 14.6840031189 14.7897608 14.5302979802 14.6168464185
29 14.1520858461 14.3030933472 14.003189608 14.1487711158
30 14.7245764996 14.8362117033 14.5080456482 14.7076738916
31 14.7731071397 14.84390941 14.3565652351 14.7739700549
32 15.2990872556 15.110230092 14.7631906035 15.2644162873
33 14.8390974858 14.6341876683 14.513736322 14.892160562
34 15.2426688073 15.0786002882 14.8720937194 15.1150679782
35 14.5487125713 14.7152809837 14.4037680178 14.6767081141
36 14.5699331328
36.1 14.5949152397 14.5992402453 14.2405902829
37.1 15.4219080708 15.0815110115 15.2382304108 15.4328723238
38.1 14.4116173832 14.5807493416 14.3984721583 14.492706066
39.1 15.0840714252 15.5485387895 14.7005255801 15.0088593529
40.1 14.7619692884 14.804662142 14.413818997 14.838223192
41.1 14.6128592812 14.9377466791 14.6981879874 14.5325824776
42.1 14.3527501751 14.4631979062 14.0364671865 14.3374693944
43.1 14.9285668494 14.9226809226 14.6588779343 14.8661615965
44.1 14.9244766546 14.8662924713 14.6858000872 14.8784441643
45.1 15.6851920251 16.0688428887 15.4740577538 15.8881031543
46.1 15.347958586 15.0889024377 15.1207836769 15.2005189909
47.1 14.9288217164 15.043344048 14.9779660938 15.0792449725
48.1 14.336317819 14.439309031 14.2713052215 14.3408452945
49.1 15.0984117529 14.8867054026 14.7802038713 14.8830175928
50.1 14.5148823637 14.7902548938 14.3013541172 14.7156624281
51.1 13.6204187648 13.8583105994 13.3235386516 13.7544397161
52.1 12.9961084321 13.0733019551 12.5557726356 13.0343267128
53.1 9.6798980878 10.088012766 9.66407127138 10.0129252776
54.1 6.19644177653 6.63044395385 6.27963099016 6.4896789434
55.1 2.01495717276 2.46796752606 2.177321437 2.30683657162
56.1 0.0161943469351 0.0013809542734 0.00553059039316
57.1 0.0
58.1 0.0
