3 1.51469014145 1.52324248242 1.44805142827 1.46572993259 1.50504634372 1.46629910957 1.47725345372
4 1.46823850485 1.52366522001 1.44337767086 1.45845319013 1.50162409483 1.44637216442 1.47947234649
5 1.48628586214 1.48915243017 1.41941610491 1.44062258909 1.47078169813 1.43683449699 1.44668648036
6 1.49886368686 1.52204607158 1.43529471022 1.46042709278 1.50227116978 1.44250156043 1.47098202329
7 1.51388470739 1.53054864701 1.45546332001 1.46254553007 1.52221429764 1.45910864926 1.47783857488
8 1.49292319204 1.52939381361 1.40008205621 1.45895759514 1.51371925567 1.45830347391 1.46492779248
9 1.51578411984 1.53765330244 1.44745149125 1.46708403889 1.53875975701 1.46325886083 1.47960333067
10 1.51350259512 1.54206966148 1.45295515956 1.47115944635 1.50938606129 1.46645466075 1.47932476577
11 1.52596870158 1.53859296029 1.44686769678 1.47032003843 1.51373776617 1.45335901508 1.47779914659
12 1.4887621479 1.53077717846 1.42973936258 1.45278961735 1.48008915776 1.44507327239 1.46240900889
13 1.49171991335 1.51143725178 1.41243593447 1.45256504059 1.47708086257 1.42409465448 1.45025937074
14 1.46028564236 1.50878432893 1.39927370245 1.42440680496 1.46810759535 1.40450435527 1.43783263986
15 1.51196604882 1.53997787154 1.45407807919 1.46585181673 1.50572020019 1.45343248525 1.48545417801
16 1.47394004514 1.50441118566 1.41243017778 1.43222713346 1.47444471964 1.40329610439 1.44154776865
17 1.46591935602 1.4897837929 1.39234919201 1.41520887766 1.49549141085 1.39910339397 1.42140099854
18 1.47379661667 1.48831162358 1.4042940233 1.41887277762 1.44971737513 1.41509326651 1.44208124658
19 1.476788684 1.50538913984 1.39425296768 1.43842079448 1.46952958472 1.43296854157 1.47119730845
20 1.48771627853 1.51477817947 1.42357602192 1.42982116035 1.46940419576 1.43884884074 1.47843741507
21 1.49670150812 1.51469988423 1.42792039022 1.46227126494 1.49204581348 1.43505850846 1.49102559539
22 1.50432912589 1.51625158268 1.42681936215 1.44803281858 1.4844652975 1.41754450917 1.48868149709
23 1.51535387944 1.53902344923 1.43787192919 1.46168553379 1.5115613548 1.44276663712 1.49846382641
24 1.5291198299 1.54076024728 1.4449460126 1.48109450099 1.50341688275 1.44418255678 1.50507314057
25 1.49808242807 1.51820752637 1.42828387729 1.45216223866 1.47986014467 1.46653633905 1.49238629058
26 1.53401612637 1.54421868714 1.46221622921 1.47755086098 1.50600393513 1.47010941616 1.51515715284
27 1.50187693291 1.51610641955 1.42393475376 1.44349360403 1.49098792961 1.44940280097 1.48422097103
28 1.49881414103 1.53506418203 1.41605357439 1.44079075032 1.48524143863 1.44013928088 1.48195622158
29 1.55630280733 1.58955610266 1.49088225045 1.51399846284 1.55366405492 1.50238587435 1.54936604322
30 1.55181934446 1.58052253892 1.48044157237 1.50081695512 1.5345304241 1.50142687578 1.54001198319
31 1.55694107373 1.58535879739 1.49460492576 1.51693199746 1.5875795162 1.51075977505 1.54867039348
32 1.53470337276 1.57417091531 1.46692856141 1.47424409967 1.56600560841 1.48494430875 1.5205340143
33 1.53381463663 1.56678349336 1.47453436852 1.49184869518 1.57924061918 1.49375106109 1.53323319051
34 1.53881198217 1.56753728911 1.47249836387 1.48341890521 1.57217457739 1.48079472721 1.51991875832
35 1.54907945705 1.58373437946 1.4740644775 1.50298872793 1.59593440967 1.50341223109 1.54729569289
36 1.55090534515 1.5646174848 1.4973842001 1.58408720809
36.1 1.48626685384 1.47548475185 1.53314813609
37.1 1.52739433538 1.56696118652 1.47343064391 1.48882781684 1.57672256282 1.48951242924 1.52419578824
38.1 1.55871639778 1.57237133854 1.48469598488 1.50120976443 1.5957655266 1.49493202434 1.54481549713
39.1 1.54646638461 1.55884667108 1.4803681656 1.49818488301 1.57851585154 1.4962216624 1.53254953034
40.1 1.54326125383 1.56407510949 1.46521899578 1.48736695835 1.5768964092 1.49250985405 1.51633805781
41.1 1.53794871215 1.5769201991 1.47535692727 1.49130174463 1.5863000447 1.4865155043 1.5351193584
42.1 1.56150520601 1.56473773449 1.48911003365 1.4942669601 1.58109434508 1.49851846202 1.54326463101
43.1 1.59307999792 1.62266380614 1.52581753708 1.54307789909 1.63059159149 1.51468783814 1.57551033038
44.1 1.56455455909 1.57725635558 1.48319323902 1.50947385007 1.59899060134 1.51514223259 1.55334992188
45.1 1.5683387173 1.60276034858 1.48961453592 1.52921787277 1.61369606355 1.50557748196 1.55627966396
46.1 1.55685080274 1.55192907273 1.47966991447 1.49248441243 1.57454300266 1.48801602433 1.52779232407
47.1 1.51690631965 1.55464962276 1.45153130032 1.46762138364 1.55217843403 1.43943272341 1.51104215419
48.1 1.5459781739 1.57428648533 1.49669044279 1.50011610679 1.5915186457 1.4684380684 1.5490673283
49.1 1.5276436415 1.56205088305 1.45221211214 1.47115852818 1.55474285729 1.44461933926 1.49985373118
50.1 1.52487500193 1.5278467802 1.45268430387 1.47227374054 1.55705041086 1.46950678235 1.51266995324
51.1 1.53063040963 1.54336951304 1.43320888291 1.48203696444 1.56334140736 1.47716488929 1.52123606309
52.1 1.49950936038 1.52616648804 1.43236057353 1.45658433106 1.54717981143 1.43828078263 1.49130053666
53.1 1.52364576403 1.55235774202 1.43515202678 1.4799266536 1.56120116849 1.45283657252 1.51660262772
54.1 0.446734941041 0.301111430374 0.453763509348 0.463470043741 0.36747140644 0.401704590384 0.440760554407
