3 1.43336066448 1.50736534422 1.51275403423 1.45144703284
4 1.38602652905 1.50262816505 1.50550672718 1.44940750389
5 1.38452517583 1.46583449184 1.47640029709 1.41355628739
6 1.40461338684 1.49484692748 1.50497162878 1.44651771503
7 1.40865939539 1.50917669874 1.51417863288 1.45260929578
8 1.41347835086 1.50397847572 1.506855407 1.44296301498
9 1.41553346402 1.50435103039 1.50291165174 1.45016658088
10 1.4159557999 1.48924537855 1.49353071834 1.44551084168
11 1.40948473929 1.50390911827 1.52752569127 1.44225431852
12 1.40382101274 1.49143061131 1.49372401121 1.44581358352
13 1.39373338771 1.48833593132 1.4947834951 1.42940994749
14 1.38580894412 1.46210860686 1.48921391674 1.42056165446
15 1.42177480294 1.50127733945 1.51268128414 1.44849056949
16 1.38481307969 1.46722405265 1.48855544273 1.42261929773
17 1.3682478055 1.4584295942 1.46778465666 1.40349691692
18 1.3817754584 1.46358672869 1.48436912017 1.4110191859
19 1.36214282213 1.46256331779 1.47568515619 1.40881519953
20 1.39218080438 1.47414610909 1.48381795391 1.42475369417
21 1.38627728288 1.45014022237 1.470675361 1.419790908
22 1.36400834175 1.49102565529 1.49065255266 1.40756698276
23 1.41994408811 1.50460635 1.52875451475 1.45786369082
24 1.43044866063 1.52293946966 1.53661369348 1.46465505061
25 1.39254238446 1.49508650494 1.50714329916 1.43464026549
26 1.42878429668 1.51301005239 1.52901549283 1.46610522103
27 1.39920908321 1.4884535084 1.50807230899 1.43459871829
28 1.40634092692 1.48592767462 1.49154737635 1.44081440742
29 1.46025666088 1.5478439137 1.56450391 1.49719898066
30 1.44102866158 1.54132009977 1.54368846621 1.49345175771
31 1.45488081603 1.54246698081 1.54727072426 1.50098483293
32 1.42623305619 1.52945667291 1.53217777414 1.46866402863
33 1.43103101476 1.52719090816 1.51115877751 1.4770902725
34 1.43763770327 1.51526284493 1.55481999437 1.4702854864
35 1.45186061363 1.53393316677 1.56508128669 1.48169294754
36 1.42906598787 1.53333648698 1.56716924484 1.47770284937
37 1.52083116317 1.54363192128 1.46746822525
37.1 1.43693162425
38 1.53510884817
38.1 1.44274762597 1.56381488278 1.48362819329
39.1 1.44523167828 1.52533407494 1.54701390925 1.48277157981
40.1 1.42675990476 1.52354274546 1.53926046728 1.46581772367
41.1 1.44499474102 1.52065921925 1.56517027872 1.47093094457
42.1 1.43850559899 1.54133974418 1.56528146641 1.47972488714
43.1 1.4849826295 1.57932613043 1.60415114742 1.52030156312
44.1 1.44587276778 1.55487952002 1.56611096741 1.48358862017
45.1 1.45537364421 1.56267716542 1.49399842536 1.50188375478
46.1 1.44600879905 1.45065445173 1.56868210767 1.4865400343
47.1 1.33042852164 1.50714271405 1.55405425993 1.3772955258
48.1 1.44868580992 1.55926974677 1.58171417223 1.49900669949
49.1 1.4223307163 1.51193175585 1.55139124921 1.46203351034
50.1 1.41546489965 1.52307500147 1.54451378355 1.45710401217
51.1 1.41814093936 1.51763013752 1.54728806707 1.46705288966
52.1 1.40095593816 1.49664716913 1.52078045968 1.44206823152
53.1 1.43153766296 1.51466605917 1.55300083642 1.47287537558
54.1 0.394887320514 0.464531257633 0.433959893549 0.383899418877
