4 0.2373046875
5 0.232421875
6 0.2373046875
7 0.234375
8 0.234375
9 0.2353515625
10 0.236328125
11 0.2353515625
12 0.23828125
13 0.232421875
14 0.232421875
15 0.2373046875
16 0.234375
17 0.2373046875
18 0.2373046875
19 0.24609375
20 0.234375
21 0.2333984375
22 0.234375
23 0.236328125
24 0.2353515625
25 0.2373046875
26 0.236328125
27 0.236328125
28 0.234375
29 0.2626953125
30 0.2333984375
31 0.232421875
32 0.232421875
33 0.23046875
34 0.2333984375
35 0.228515625
36 0.234375
37 0.236328125
38 0.234375
39 0.232421875
40 0.232421875
41 0.234375
42 0.234375
43 0.232421875
44 0.2314453125
44.1 0.2001953125
45 0.232421875
45.1 0.201171875
46 0.2275390625
46.1 0.1982421875
47 0.2314453125
47.1 0.197265625
48 0.236328125
48.1 0.19921875
49 0.232421875
49.1 0.21484375
50 0.234375
50.1 0.2275390625
51 0.2294921875
51.1 0.203125
52 0.232421875
52.1 0.201171875
53 0.1982421875
53.1 0.140625
54 0.1181640625
54.1 0.05859375
55 0.0400390625
55.1 0.0
56 0.0
57.1 0.0
58 0.0
