5.0 0.29296875
6.0 0.3779296875
7.0 0.3466796875
8.0 0.2802734375
9.0 0.2880859375
10.0 0.3056640625
11.0 0.3271484375
12.0 0.2861328125
13.0 0.3447265625
14.0 0.2998046875
15.0 0.265625
16.0 0.2900390625
17.0 0.3134765625
18.0 0.244140625
19.0 0.287109375
20.0 0.34765625
21.0 0.28515625
22.0 0.2919921875
23.0 0.2685546875
24.0 0.33984375
25.0 0.3349609375
26.0 0.478515625
27.0 0.328125
28.0 0.3349609375
29.0 0.330078125
30.0 0.3466796875
31.0 0.310546875
32.0 0.2958984375
33.0 0.265625
34.0 0.2880859375
35.0 0.3681640625
36.0 0.3447265625
37.0 0.314453125
38.0 0.26171875
39.0 0.3046875
40.0 0.3125
41.0 0.3388671875
42.0 0.3330078125
43.0 0.3056640625
44.0 0.330078125
45.0 0.2900390625
46.0 0.2646484375
47.0 0.2666015625
48.0 0.296875
49.0 0.310546875
50.0 0.3154296875
51.0 0.369140625
52.0 0.3330078125
53.0 0.2470703125
54.0 0.2119140625
55.0 0.140625
56.0 0.0
58.0 0.0
59.0 0.0
