4 0.0830078125
5 0.0859375
6 0.09765625
7 0.09375
8 0.068359375
9 0.052734375
10 0.0693359375
11 0.0751953125
12 0.0830078125
13 0.0751953125
14 0.091796875
15 0.0712890625
16 0.087890625
17 0.0830078125
18 0.0947265625
19 0.0830078125
20 0.0810546875
21 0.08984375
22 0.091796875
23 0.076171875
24 0.0888671875
25 0.06640625
26 0.0693359375
27 0.08984375
28 0.0771484375
29 0.080078125
30 0.078125
31 0.064453125
32 0.091796875
33 0.0830078125
34 0.076171875
35 0.072265625
36 0.083984375
37 0.09765625
38 0.0966796875
39 0.0751953125
40 0.080078125
41 0.0712890625
42 0.091796875
42.1 0.05859375
43 0.0830078125
43.1 0.0693359375
44 0.068359375
44.1 0.0791015625
45 0.08203125
45.1 0.064453125
46 0.0927734375
46.1 0.064453125
47 0.0693359375
47.1 0.0703125
48 0.11328125
48.1 0.0869140625
49 0.0791015625
49.1 0.0703125
50 0.095703125
50.1 0.0703125
51 0.0859375
51.1 0.0771484375
52 0.0771484375
52.1 0.0712890625
53 0.0888671875
53.1 0.072265625
54 0.0869140625
54.1 0.0322265625
55 0.0263671875
55.1 0.0
56 0.0
