6 0.34375 0.349609375 0.333984375
7 0.361328125 0.369140625 0.3544921875
8 0.349609375 0.3486328125 0.345703125
9 0.3515625 0.3330078125 0.3251953125
10 0.3349609375 0.3642578125 0.3388671875
11 0.35546875 0.3525390625 0.3583984375
12 0.3408203125 0.3408203125 0.3349609375
13 0.3466796875 0.3447265625 0.3505859375
14 0.3388671875 0.3583984375 0.3359375
15 0.3359375 0.3330078125 0.3203125
16 0.3544921875 0.3681640625 0.353515625
17 0.349609375 0.3505859375 0.34375
18 0.375 0.380859375 0.3720703125
19 0.3583984375 0.357421875 0.34765625
20 0.37109375 0.3466796875 0.341796875
21 0.3583984375 0.3759765625 0.361328125
22 0.3408203125 0.357421875 0.3486328125
23 0.361328125 0.373046875 0.3583984375
24 0.3388671875 0.3701171875 0.359375
25 0.3623046875 0.3642578125 0.349609375
26 0.3828125 0.37109375 0.3662109375
27 0.3896484375 0.3828125 0.3720703125
28 0.3544921875 0.37109375 0.357421875
29 0.3740234375 0.37890625 0.3603515625
30 0.34375 0.353515625 0.3603515625
31 0.33984375 0.3798828125 0.353515625
32 0.3349609375 0.3515625 0.3388671875
33 0.384765625 0.3642578125 0.35546875
34 0.35546875 0.3662109375 0.3564453125
35 0.3583984375 0.3759765625 0.380859375
36 0.3671875 0.38671875 0.3662109375
37 0.35546875 0.369140625 0.3544921875
38 0.3701171875 0.37109375 0.3681640625
39 0.349609375 0.37890625 0.326171875
40 0.3583984375 0.373046875 0.37109375
41 0.3525390625 0.359375 0.345703125
42 0.353515625 0.3583984375 0.3515625
43 0.34765625 0.3671875 0.3740234375
44 0.3447265625 0.345703125 0.3369140625
45 0.3359375 0.33984375 0.330078125
46 0.3896484375 0.3857421875 0.3779296875
47 0.3740234375 0.361328125 0.3515625
48 0.3662109375 0.3671875
48.1 0.373046875
49 0.3525390625 0.353515625
49.1 0.353515625
50 0.3740234375
50.1 0.3642578125 0.369140625
51 0.359375
51.1 0.37109375 0.3603515625
52.1 0.3369140625 0.3486328125 0.3466796875
53.1 0.3408203125 0.35546875 0.3251953125
54.1 0.275390625 0.271484375 0.2841796875
55.1 0.1953125 0.1962890625 0.2109375
56.1 0.083984375 0.08203125 0.0810546875
57.1 0.0
59.1 0.0
