1 5.79309265355 5.87136546154 5.84958008253 5.86401842374 5.82876102107 5.83376894835 5.86194914149
2 11.6786696476 11.8008240788 11.746223733 11.7216931818 11.7206971642 11.7254715587 11.7025725981
3 17.54493426 17.6834346563 17.3996286348 17.403787331 17.3530381177 17.368559622 17.3544994728
4 23.4492145709 23.4348572402 22.983863119 22.9938206434 22.9783188196 22.9896099138 22.9665024993
5 28.7354828128 28.6308487945 27.5851890258 27.6121407849 27.5808514507 27.5335774768 27.6623184058
6 33.9168858109 33.7175928975 32.0684517494 32.1478085126 32.0234066662 32.2304527142 32.1306566865
7 38.5251621599 38.1820352961 36.2160776847 36.236845937 36.228858214 36.1611505614 36.1479678324
8 43.9221592613 42.6473720098 40.759611989 40.4845704637 40.673526958 40.747060091 40.741004616
9 47.4671146986 45.281972581 43.5611601422 43.9243789077 43.6843330755 43.9319265438 43.9052674786
10 51.764515029 49.0188223822 47.3155691353 47.2378720909 47.3493683465 47.4404312395 47.3873480557
11 54.7857791852 51.1837069798 49.6205087947 49.804794239 49.6122135106 49.521387209 49.7283491556
12 58.8941511508 55.232510466 53.1608178157 52.9463844896 53.2966224461 53.2850773268 53.0796122767
13 60.7150108017 56.5928914616 54.517293336 54.7198538963 54.7441434364 54.8827246969 54.8921177017
14 61.1109862818 57.5990621189 56.2807553893 56.225152202 56.0981216371 55.9172857219 56.0824161728
15 64.4803597124 60.017254777 58.2144670084 58.4577867763 58.2643512931 57.9182230568 58.2497783917
16 65.2698310595 60.3297983731 58.7612187021 58.8301635661 58.831928576 58.9800315356 58.9500909542
