3 99.7761912995 99.6546965724 99.5388127431 99.6309713007 99.6564265736
4 99.5432521725 99.4781601821 99.4892343787 99.510874442 99.4491540869
5 99.5583687251 99.871433992 99.5506282291 99.9458300763 99.464038221
6 99.6127240808 99.7174727579 99.7868796095 99.7321312912 99.6539969539
7 99.3781916492 99.5333237492 99.6292778174 99.5267775236 99.5112328079
8 99.6619106586 99.7640147503 99.5240756744 99.4463943188 99.6578985844
9 99.644461151 99.8342094923 99.6857002283 99.837213334 99.6500467414
10 99.6785151163 99.5118868188 99.6284908475 99.7679435216 99.5101433874
11 99.9027966898 99.4789659487 99.56135665 99.9184002217 99.5245731326
12 99.9366949014 99.8262181754 99.5485701346 99.6684034049 99.5357082974
13 99.6929653567 99.6242307477 99.6773711809 99.825294472 99.631038843
14 99.9357850629 99.5156592848 99.4689282092 99.3688275728 99.6700403235
15 99.6466658341 99.7490453842 99.5270748858 99.8151156528 99.7687366195
16 99.9473460117 99.7157487809 99.5995050163 99.9026761553 99.6470808147
17 99.6573211644 99.7372595581 99.5532046721 99.769587196 99.6901238891
18 99.6294980615 99.7814082993 99.6713144888 99.6327655785 99.7892261037
19 97.1107413756 92.3676912929 93.9221632759 99.0655043494 94.2528049868
