3 57.0338015294 57.8091556704 56.474795432 56.3980764746 56.2582724084
4 57.0249519443 57.8163267941 56.4854044373 56.3626720171 56.2743211928
5 57.0252573643 57.7704515301 56.4386289207 56.3428364091 56.2708507218
6 57.0092488079 57.7672448783 56.5150084463 56.3902120295 56.2569288291
7 57.0439195915 57.7124263245 56.4104548455 56.384411635 56.2737186104
8 57.0245995733 57.8008891764 56.422741412 56.3619763692 56.2438729937
9 57.0242227226 57.7233223 56.4901938489 56.3748619597 56.2377586892
10 56.9972538793 57.7548600741 56.5029070101 56.36938988 56.3318218258
11 57.0826834414 57.7165430963 56.4698358818 56.3362924372 56.2581949548
12 57.0281784293 57.7965712623 56.4093226726 56.3750736645 56.2357983174
13 57.0324985295 57.7983161522 56.4313983064 56.386725826 56.2426518749
14 56.980228154 57.8056637573 56.4218745639 56.4213159766 56.2877687947
15 56.973415466 57.7003813163 56.4656302073 56.3342167261 56.2742651805
16 57.0037710389 57.7837852119 56.455078419 56.37334643 56.2778153425
17 57.0300485497 57.7953668825 56.4666521463 56.338341383 56.2951833551
18 57.0491739925 57.8080869663 56.4804492465 56.3636489941 56.3127631669
19 57.0228578307 57.7592708366 56.4579517018 56.3555624936 56.2329824623
20 56.9813344953 57.7425419408 56.4092603706 56.4063309378 56.256130272
21 42.1696471134 41.2916050719 38.5542255271 40.8566472619 40.5998171081
