3 57.8986288433 58.0475534778 58.3335910526 58.0670871885 57.8317741017
4 58.2221647821 57.9800961486 58.2906483655 58.1522933798 58.0808610763
5 57.9742456617 57.859461309 58.037310986 57.8564093095 58.0571535231
6 57.7443132513 57.9632996086 57.7994463715 57.7044382463 57.804194912
7 57.6894979254 57.5335920792 58.184239966 57.9935356953 58.1820037692
8 57.9068084271 58.1216369408 58.1379660834 57.4373242094 58.0981678594
9 58.0209650086 58.207697337 57.9550573922 57.8487339039 57.9888473132
10 57.8778096966 57.9185774853 57.5774222864 58.2435207577 58.3562395346
11 57.8572583595 57.5487129553 57.735307326 57.9931274031 58.3300544477
12 58.0334195831 58.0046085916 58.1269314319 57.7822333456 58.0893862024
13 58.3076325935 58.4581608252 58.4397475482 57.6481389304 57.8422085139
14 58.1853657371 58.1052223639 58.0844764792 57.8249195413 57.7467218763
15 58.3033678014 58.2820618991 58.2084418003 58.0211058442 58.1149001988
16 58.2681524839 57.9932576908 58.4086539918 57.8132439318 58.4528272158
17 57.747491797 58.3330425216 58.1752640891 57.9265090713 58.3079778359
18 57.7646494313 58.4226503782 58.3029167658 57.9935793618 58.2199044806
19 58.4012391322 57.8706063505 58.231615716 57.7366884952 57.8899802892
20 58.2371738315 57.8858318697 58.227364076 58.1944883336 58.0889368646
21 44.5166876052 43.0908521174 45.5667914656 44.4925063416 44.5955048779
