3 92.5104273566 92.5200444376 92.3360110558 92.2319153345 92.3530485325
4 92.4307084724 92.5087683092 92.5267976617 92.3082740811 92.4404939678
5 92.5071398756 92.5521297886 92.3746676931 92.2464763654 92.462051159
6 92.4455367114 92.4961523656 92.4247469281 92.2443631784 92.382916258
7 92.4000973101 92.3860298019 92.3453505101 92.2254455891 92.3595614335
8 92.467240314 92.4587004865 92.4703328859 92.2218464073 92.4637641484
9 92.4428766032 92.4697397158 92.4457746183 92.3016415179 92.3132322716
10 92.394553459 92.3930570187 92.4070249744 92.2687090834 92.4252755211
11 92.4040624088 92.4662941537 92.2887203663 92.1915174687 92.4071772067
12 92.4984003617 92.4487634922 92.4083375497 92.3533542988 92.5061294337
13 92.4709057662 92.3563599826 92.3975894867 92.4323194282 92.46584919
14 92.3664414011 92.3393421332 92.3523583321 92.3346578072 92.4626876709
15 92.3857837953 92.3428754571 92.3542659511 92.3011792049 92.3133744993
16 92.3692242123 92.3889351711 92.4309211224 92.3975791691 92.4397079092
17 92.4477777551 92.4786404801 92.3159140892 92.3237691841 92.4603541115
18 92.4088268255 92.3970458356 92.3979823019 92.3381412859 92.3480675751
19 86.5605080818 84.4436444562 92.3852051212 88.6182680296 89.4228262228
