3 75.9011049851 76.1394571329 75.9605174391 76.0665777674 75.8732754177
4 75.9008438714 76.1320038886 75.9095688033 76.0167559891 75.9001594457
5 75.8798354828 76.1719753694 76.0063774438 75.9701069374 75.9255072895
6 75.874010715 76.1290132451 75.9576416179 75.9309770135 75.9263032512
7 75.8923155881 76.1913308314 75.9395944371 75.9077955561 75.8489098308
8 75.9270624912 76.1002418864 75.8954955653 75.9364991241 75.9083026075
9 75.8795605999 76.200894004 75.9470206026 76.0083004083 75.8755927014
10 75.8815875307 76.1740490157 75.9805221057 75.996305017 75.7877896652
11 75.9328453696 76.2390152781 75.9789131269 75.9876470813 75.7761736459
12 75.9824042814 76.2103103956 75.9079866591 76.0160919065 75.9121279285
13 75.9248606212 76.2233200677 75.9945559461 75.8695947682 75.8892232128
14 75.9565211853 76.2135657152 75.9602043579 75.9385427087 75.8487271313
15 75.9233450353 76.2136068069 75.9566189658 75.877860422 75.8608862268
16 75.8606190736 76.2014093681 75.8569074667 75.9393216473 75.8769903367
17 75.9113980034 76.173962468 75.9232644426 75.8636988353 75.8649086413
18 75.8929404529 76.1671927131 75.8721405452 75.7820761247 75.8884681375
19 73.9051697246 75.7919087102 72.817214509 75.3700810372 71.8014083033
