1 5.81361068599 5.79342098865
2 11.5339511387 11.4583678584
3 17.3661342899 17.3496029558
4 23.1696794139 23.1114484444
5 28.6013151406 28.2374188777
6 33.712767331 33.5366193714
7 38.4631375548 38.3253745524
8 43.5292686787 43.7944292444
9 47.3604077572 47.3616247468
10 51.2863548409 51.4157781101
11 54.5065612422 54.1184751187
12 58.8138650799
13 61.5030454026 60.7433176153
14 64.5195788916 64.4254034598
15 67.3365235112 67.034654807
16 70.322569739 69.9950622927
