3 89.8370869385 89.7648628755 89.4589441778 90.2194684558 90.4945134788
4 89.7878770715 89.4926644427 89.0903793108 90.3745708637 89.598798305
5 89.8657902361 89.8610540447 89.1723418931 90.5076046646 90.1337880525
6 89.9683521566 89.6992206398 89.324554727 90.4883799917 90.1304269158
7 90.1282296995 89.8371453741 89.6249830219 90.5872197712 90.1399954602
8 90.2289764242 89.3189707734 89.680635852 90.6791486261 90.0908900743
9 90.1625362692 89.3817013678 89.5763649608 90.5500573187 89.9614635629
10 89.7683001485 89.8183926327 89.4134715276 90.5048858852 89.9906312161
11 89.8573986722 89.9899022714 89.4963286753 90.5064746891 89.9813582997
12 89.7926108361 89.9544070595 89.3812240329 90.0323253011 90.1192876221
13 89.6130705448 90.0571759303 89.2998087075 89.7403860397 89.8738019082
14 89.5504819871 90.2252637573 89.3531585997 89.9978881053 89.9876776356
15 89.4571005523 89.9568071671 89.4244370375 90.10263666 89.9994273838
16 89.6259635497 90.0010086588 89.4278642541 89.8409241144 89.9761633807
17 89.8038318947 90.1990897891 89.393757918 89.5219245496 90.0926848045
18 89.6572349181 90.186938576 89.3431538384 89.6851424705 90.0117992248
19 89.5991390869 90.085027717 89.2802120232 89.9042993088 90.0270145812
