3 62.4292870225 62.8878599334 62.9140923697 62.8080641351 63.0455422468
4 62.6203251574 62.8469288198 62.7753383023 63.0183250635 63.2117463755
5 62.6536491426 63.1361673367 62.8359023193 62.9729516979 63.2396917321
6 62.6841366207 63.1267803999 62.9403748281 63.0021986513 63.1304573775
7 62.6192906428 62.8430347729 62.9708216511 62.9321685433 63.0103006577
8 62.6821118895 62.4135668876 63.0823534104 63.0168395981 62.9355909919
9 62.568532904 62.7936604399 62.9674759291 63.0227933805 63.0366322586
10 62.3228551533 63.0202924879 62.9500443949 62.8272645063 63.3299813957
11 62.5460013377 63.2200082565 62.7936231953 62.8510168116 63.057705988
12 62.7292139728 62.9648174609 62.9434188895 62.8885397599 63.0546401417
13 62.5767668198 62.7954374616 63.0256942829 62.999904332 62.9610543625
14 62.3343557913 62.8217153434 62.9765860649 62.9631036135 63.2717945085
15 62.2404015344 62.9972125469 63.0079609741 62.9351114908 63.1047027694
16 62.4518316942 63.0184736184 62.9771240838 62.9524986396 63.1642441689
17 62.801210642 62.9469337102 62.8962777863 63.017719834 63.1733624326
18 62.6765836063 62.6941615941 62.9668340163 62.8578483159 63.0469975571
19 62.6774229857 62.7122000005 63.078043445 62.9330991908 63.1275169365
20 62.1450619068 63.0657940689 62.9753856194 62.7687184307 63.100170757
21 45.0053447761 46.6707487584 50.9002268782 46.7545830554 48.5697551654
