0.0 0.299141 0.300036 0.301155
1.0 12.5 47.674419 1.010101
2.0 19.101124 43.209877 0.0
3.0 13.483146 36.904762 0.0
4.0 18.390805 42.857143 1.980198
5.0 17.44186 43.181818 2.0
6.0 15.584416 39.02439 1.0
7.0 20.879121 37.5 1.0
8.0 23.076923 36.046512 1.0
9.0 15.294118 30.864198 1.010101
10.0 16.27907 26.190476 0.0
11.0 15.116279 37.349398 1.980198
12.0 17.977528 36.046512 1.010101
13.0 25.0 32.5 20.0
14.0 54.761905 55.05618 32.098765
15.0 53.846154 51.162791 57.777778
16.0 52.808989 56.410256 53.409091
17.0 50.561798
17.1 53.012048 63.414634
18.1 52.380952 78.666667 45.977011
19.1 53.932584 70.0 61.627907
20.1 51.612903 49.425287 61.052632
21.1 54.216867 43.333333 59.302326
22.1 68.965517 55.05618 53.488372
23.1 32.967033 36.842105 33.684211
24.1 0.0
25.1 0.0
26.1 0.0
27.1 0.0 1.0 0.0
28.1 0.0 1.0 0.0
29.1 0.0
30.1 0.0
31.1 0.0
32.1 0.990099 0.0 0.0
33.1 0.0
34.1 0.0
