0.0 2999.1509472 3010.92580838 2975.56280973
0.2 3016.10853735 3034.85890625 2964.40970258
0.4 2983.29615968 2961.5284019 2985.85839708
0.6 2991.71820627 2969.94105583 2969.122873
0.8 2970.80487925 2955.16041012 2969.42497417
1.0 2965.75141615 2950.0354505 2960.33495667
1.2 2946.1498518 2977.9416689 3013.31003298
1.4 2948.3318039 2955.12624558 2955.72653738
1.6 2959.18532327 2961.25940537 2937.82725897
1.8 2945.72036805 2957.48513065 2950.26271015
2.0 2934.63539033
2.1 2960.76006103 3005.94286737
2.3 2972.4685951 2974.14142765 2967.343343
2.5 3000.79463845 2934.60036262 2980.44389265
2.7 2942.85868338 2945.2977032 3007.54558185
2.9 2939.18382905 2932.77922422 2943.83481232
3.1 2958.7502377 2956.91930582 2950.11236813
3.3 2929.9702382 2957.79738335 2956.71126688
3.5 2944.28695473 2995.3736112 2936.22840898
3.7 2956.02337255 2941.28225183 2933.57244107
3.9 2935.94351795 2937.70271182 2963.2476623
4.1 3015.02331258 2961.99190505 2935.289535
4.3 2939.45412313 2923.53956048 3021.1210269
4.5 2957.25699967 2979.83247602 2993.23495152
4.7 2946.82069968 2932.34573683 2935.78970125
4.9 2929.79951937 2929.2209851 2948.9839352
5.1 2929.82702432 3034.11737117 2947.7906483
5.3 2930.3743862 2934.88579347 2943.74748525
5.5 2961.32360027 2933.8453961 2921.20696065
5.7 2927.92305493
5.8 2940.52297658 2936.54497308
6.0 2944.63152093 2935.9730336 2923.2418956
6.2 2997.03118555 2940.81104402 2953.5763758
6.4 2937.59641718 2918.36821038 2951.54805905
6.6 2950.78802093 2980.53161658 2944.53043597
6.8 2921.81183467 2919.72531037 2950.06622325
7.0 3051.10956675 2950.24810425 2938.28843435
7.2 2927.10263858 2962.9418277 3002.28496495
7.4 2935.57007685 2942.24662812 2933.08410022
7.6 3002.21980705 2922.00120073 2943.7448766
7.8 2932.16174685 2932.98295237 2943.63778357
8.0 2942.81594123 3005.0049115 2948.28750033
8.2 2935.6903196 2926.27315942 2998.92127802
8.4 3053.72675885 2925.27513555 2946.23431005
8.6 2944.14661197 2925.29190045 3001.9409847
8.8 2928.56933213 2929.4156682 2956.1779847
9.0 2989.2493888 2964.6809302 2955.68109695
9.2 2933.93518533 2929.69349723 2955.16097822
9.4 2970.54609587 2993.7519321 2931.82824262
9.6 2944.10640418 2957.15228537
9.7 2941.79915978
9.9 2998.0300593 2934.5970157 2929.61297685
10.1 3357.5116788 3329.43304098 3009.1224968
10.3 2971.09329347 2950.04729443 3272.89645862
10.5 2966.17535175 2950.39469397 2963.50194922
10.7 2937.63122785 2940.76541315 2945.07137497
10.9 2936.77619755 3000.87390835 2955.38671312
11.1 2936.7354692 3103.52112153 2955.12111038
11.3 3008.84175542 2954.9986978 2934.83358417
11.5 2953.88284858 2937.136212 2933.98988402
11.7 2950.775178 2945.2087166 2930.79201857
11.9 2934.56122952 2965.5405837 2928.85643763
12.1 2946.643135 2947.6649824
12.2 2925.93944165
12.4 2963.61916987 2928.93885057 2930.77211335
12.6 2932.6111564 2924.67269387 2934.88801418
12.8 2927.9534127 2945.2438042 2940.37507
13.0 2928.21314165 2938.4545792 2992.35243065
13.2 2945.12153225 2928.7913839 2922.00685448
13.4 2940.37867575 2937.27618458 2920.64398095
13.6 2929.12812817 2941.98642372 2928.7614473
13.8 2937.98632923 2992.23922942 2925.15398993
14.0 2936.33712818 2940.35915992 2938.26374292
14.2 2990.10082785 2925.64251867
14.3 2926.9969076
14.4 2935.0273211
14.5 2928.4003404 2990.16524203
14.7 2920.04081258 2930.36233445 2938.09283773
14.9 2924.42840645 2958.31594775 2935.3700475
15.1 3161.68840675 3155.7411886 2923.80919468
15.3 2984.6389679 3016.12445445 3130.02210255
15.5 2927.98645888 2959.09204022 2919.79160265
15.7 3015.97531518 2934.69377375 2942.4098905
15.9 2963.79788263 2957.27348342 2936.69249858
16.1 2962.70680438 2943.14008235
16.2 2940.16073517
16.4 2964.44836798 2916.03678595 2954.57867285
16.6 2948.0552351 2943.10344648 2957.642294
16.8 2946.4807508 3022.29165415 2936.97555723
17.0 2944.49338022 2938.26054842 2927.8104811
17.2 3010.89463227 2953.15819103 2938.5308564
17.4 2940.88669322 2955.4417638 2935.43228297
17.6 2936.3647353 2956.77451002 2935.94002195
17.8 2956.51643217
17.9 2931.17657855 2934.1611267
18.1 2942.84214992 2938.8243235 2948.78919635
18.3 2954.5883548 2919.78331285 2942.59844295
18.5 2941.24826962 2943.29353248 2928.57948488
18.7 2937.91664825 2948.4786046 2952.80776652
18.9 2943.21350375 2949.1269883 3001.5727673
19.1 2935.6023071 2950.62651135 2935.25275785
19.3 2960.3568198
19.4 2953.0472851 2932.99667267
19.6 2941.37626355 2938.58732242 2932.477745
19.8 2941.9535941 3005.29327783 2930.51685738
20.0 2941.79755952 2937.15840485 2928.48125648
20.2 3145.54827233 3016.73541365 3087.6495676
20.4 2951.76601495 2955.05370052 3022.46806437
20.6 2940.25156302 2926.25832463 2960.2843873
20.9 2944.57327255 2891.652833 2949.77966772
21.1 2943.35272727 3002.53105465 2930.21617587
21.3 2882.7405079 2922.96126152 2929.59376922
21.5 3004.39275528 2944.03810215 2872.52345663
21.7 2943.22819907 2881.5153291 2919.29251733
21.9 2942.03393355
22.0 2951.4549698 2946.03962075
22.2 2969.2656867 2950.40718192 2843.33527528
22.4 2950.0922658 2933.27634287 2960.34282545
22.6 2939.46364537 2909.8953465 2957.06375475
