90 13.815711413 14.0653515478 13.7314631181
95 14.8172405148 14.7435414235 14.5793674875
100 15.2946070314 15.3017721472 15.3444701357
105 16.1575009977 16.021849529 16.1855219335
110 17.0318630733 16.8484769884 16.8476740814
115 17.4783569944 17.7405380577 17.6958129829
120 18.3319001058 18.3423455669 18.3927207302
125 19.1094649002 18.9690397161 18.9860196356
130 19.829781708 19.8522077831 19.7621307354
135 20.5044185894 20.4412582602 20.4261212287
140 21.2027437678 21.1764324953 21.2751831712
145 21.7721835611 21.7039293668 21.747740098
150 22.0289640535 22.0372163299 22.0268032957
155 22.0871762877 22.1082591052 22.0762268457
160 22.1106639331 22.1199839462 22.0818410259
165 22.1007426674 22.0891845407 22.1005261621
170 22.0906541344 22.0578668117 22.0593403901
